address,collateral_usd,supply_usd,borrow_usd
GDBTIG77GZYFHSTESY2SCJERCN7FID77SS7H7L5ED355Z3SD423LHWDC,$4.32,$0.00,$0.00
GBG4FVGPA3VY54CLG4VQ2NHYGWVXFBDZG6R6NQGPGNOBELNT6IDNCBLW,$4.32,$0.00,$0.00
GDJPD7NUZWSSH76HOHIF34SXDH3SLLHBGW53J7BBD5PAYS5NQIDPBKV4,$4.32,$0.00,$0.00
GCNMXNCGFMM7SHDKYGHVSWSBRGNNXEAVYFB67KOE3ZXLA6HF73FLR5AO,$4.32,$0.00,$0.00
GDSDNIO7RMVUVOA5S2RQT32OBGGBZIWR3TPU5GOZBTYVHSGMIGPHLURN,$4.32,$0.00,$0.00
GBCZ4D2PETGPGA35Z2FPPU4LASWXJUOV6EBQH4RDEUVRDA3Z6ZG3TRUJ,$4.32,$0.00,$0.00
GBWVTNMUP3P55H7EJOH7M6AQ6OWWB6O6ROJ56YJEGSBPYDLFV4KSWSII,$4.31,$0.00,$0.00
GA2DJXVPAE3YOXQ33CC7ZEBRMIBTZETH6P2LKAHPO2VM7UCRSBPGJZPP,$4.31,$0.00,$0.00
GB7YJKDHU2M3HOGOSS55MS3A5KPHXLHINKQUKHV4EF4LEJ3GO7NBB3SI,$4.30,$0.00,$0.00
GDEQKLFD2JXWNZ34BWF67LPQQYV6IOHZN5LBXME77BQ5H7F2L7X4H5PA,$4.30,$0.00,$0.00
GD2BWJ6NMUZHFKC62BJO4A6J7AMPJI7ZP525GKKMOB65FAO4EBHPMSM2,$4.30,$0.00,$0.00
GCD67CYY6XM6IQJLGGVD3UD754C44Y3VPV2HRKQE6ZW2EGRUWWBUCI5V,$4.30,$0.00,$0.00
GBIDU3TMYMZKHWYSTPNXQSWD4RFQHHNOWNU7FOLSJZABZ5LHEB55SH25,$4.29,$0.00,$0.00
GC56WFJRJBHNICSMZMTBWFALSAXRI2IK5DYMFYC5NXOA2KO42FIMRM6H,$4.29,$0.00,$0.00
GCBN7BW6KAYVZ252QSWWRTF3PI4ZCRQUUH2P6YH4LP3EYTAQ3NFTJLIH,$4.28,$0.00,$0.00
GBDTOFB32LYKQ4NISGYRPOGUD3TBPR6AX63KASDMFBGLRQMNH3VRB5UX,$4.28,$0.00,$0.00
GANGF7E3FTRUW35BVV5DYBKD7BFM65P4J3IYBSY3R5ANV6FM2CWUMUGI,$4.27,$0.00,$0.00
GAI5GKXWLKKQDWHGDTDPRJF2RVAP3RLW3TOXJEMFLK2RJ4FO4CA2TEHJ,$4.27,$0.00,$0.00
GAO7HRABSCZPMZUUWTZ7RO5OTS2XXSOPRJQEVHCZIS3X23XOBJIMHDZO,$4.27,$0.00,$0.00
GCJ27RQNJAWUWZVFZCIHCZ2F5Q2CIZPHISEJMHKVR7IRR563ZRGFEEMO,$4.27,$0.00,$0.00
GAX4I6MACYRJRHBKTMLAVHL73EFIZUD5ZBGFN7NA7BFYGAADTNU4YICR,$4.27,$0.00,$0.00
GBEUCYGZFM7RJT6SCZBGSTLSHJMN6RIRE2J5DY3BCPEWHI3P7BCJR5ZD,$4.27,$0.00,$0.00
GD3LAAEE6WE5FUP674C5UKWKRPAZPMX5DBQXX2BD5GRKP3R45NHVBIFG,$4.26,$0.00,$0.00
GAVMKCJDDV2XSFWHUP7MNLRHT3KZF2SXNAJZR2X2YAXKDR23PXQXJ53I,$4.26,$0.00,$0.00
GDWW4AY4SFRY2YYER5OGHDV53XTNHIIZMOEG66BD5SYBFJYQNUKD5ABU,$4.25,$0.00,$0.00
GBI6GBQREJKNFYJZNYVQ2MXKCERFOG4TWO4U7KJZJ6MDMCINEUPJFF7J,$4.25,$0.00,$0.00
GB35R77DVAMAIDDZXCVRUDOBRTT73YXK6G4UCBP445ZFF2R6S7G23J6U,$4.24,$0.00,$0.00
GDNO7G76ZMBIL3SNZVY7ITKOQHICQIUHXJ6NGE2VZJ5H3KO5R6QEKXIK,$4.24,$0.00,$0.00
GAD5FRKRXZTNH2I5OSEBDHPL6JNSFT54OUYGXCXFA47NGYBG43WITNC3,$4.24,$0.00,$0.00
GDA62TY6HZKOZWAABDO5574HO43ZWWOJRN2T4X4OXKUJ7AEXWAUTEHJY,$4.24,$0.00,$0.00
GCVRCHM6E3LMY2KRTERIYOFWC45KEXQ2TE7A5ET553MVTUQW7HJBFZVO,$4.23,$0.00,$0.00
GD2CDY5WTBCQDDQB2Y6TSJJKMEEJ47743PVNFYRR3F6IYNUBASIK2OQ6,$4.23,$0.00,$0.00
GBPQWBFNQ4E4D6M6FLTYJYMVSIZQ7STI6DOVILNCX4AK5UOFI6XCZI4E,$4.23,$0.00,$0.00
GAQVFDGYIWX7JQ3LU7PMVEWEIB62TXESK4KGG5XJYR5BEZSWRWZTTUS3,$4.22,$0.00,$0.00
GCUMMXADHAEGAXCYKGWQAZGCHXRSA4GZ5UGMSDQS2RL6IAVCBSV6MVGR,$4.22,$0.00,$0.00
GB5ODKCSOPKWVSGOZE4JJRS2FWYQKNOUF43KZXJFQF4QCU3FDF34EQ6A,$4.22,$0.00,$0.00
GDNFKNRDBSWDA5VSPZFXWGHQCDDHTZMIQCMJRTCTPVEPREYF2FHUR2OP,$4.22,$0.00,$0.00
GDLTIQ6WMPFNBBIJNSTKKBMTLS46BJSNWFQGZNOQKKLGKTVJSKTWFXYK,$4.22,$0.00,$0.00
GAASKWDURPI6CNXRLDSSLA2CGBPBPCXNWU52PZVLU2PHSNWL6DEGQKRR,$4.21,$0.00,$0.00
GBFEA3IUURI7Z4YSQ35O3BXPJ5MOTONOVQZAQMG5Q62EYIKY7M7ALWDN,$4.21,$0.00,$0.00
GBHH3TK7TJXUUWGWGEA2ZVDKNCLL5FW6P3A4OMQDGS6ZSIQQRY5YEVDP,$4.21,$0.00,$0.00
GDIGHK63GEO5OPAG3UN2IFHJJD3UOUVAV23FQJ7AFNBH4ECSPOFNZ3TE,$4.20,$0.00,$0.00
GCG2HRYFK2TMMDRQ35VFU6ZDLHMLRX7CGIA2RJBROBBPDGOQ6P4A7ILV,$4.19,$0.00,$0.00
GDX46EBEIQ56LFRQ5RHNQPLXQBNEER7N3IEFFPOL4C7FMV5TBUPIM3QE,$4.19,$0.00,$0.00
GA5YLLWEMQUX3U7LJJUKDEN66XDP2KVLREH3A4ZBEOWC5ZJNCIJASY7U,$4.19,$0.00,$0.00
GDQULNQMSMQ5UD4LYJTR3Z7I3PNP6KEB7UX4UYLE2NE4ABO6QZDSU7W3,$4.18,$0.00,$0.00
GABCMOH6KUGPT3TY4JR63MIN3OCK423QUWQMYFMOXIR2F5IAUV4EI4DH,$4.18,$0.00,$0.00
GBW7W23YWH5R22FXP2NFJFDVRP27SBDABT7HDW5BQ4QGVXVTFGMNYFWT,$4.17,$0.00,$0.00
GA2JHXA73DSKN3R7MQTDY6HMZBUC2MJUYRCUPVAFC4MLVQPDZWJJTJPP,$4.17,$0.00,$0.00
GCH3OFMZIKEWTLFI2I2XC6QATOSNXSKOSIK4TYEUHGFQ6RTYW25BEVMZ,$0.00,$4.17,$0.00
GCD4C6VEJXOMJASE2PNTWOK2CC7FDTWORADUPCT3R7XQNJQOP5KTBWVA,$4.17,$0.00,$0.00
GAKY6Q7BCIYITIUEL5SRNKD6OF3HSICPUMBE3F73N3MP6C2L2MPTBLKS,$4.17,$0.00,$0.00
GCQZI5M2S4BJBL7NY7CTOOI3W3AJHPGDDBPL4U7D6M65DGGJXQXLFB3J,$4.17,$0.00,$0.00
GBZC5AE66OYEYEMHHZGZPBJKQT4UCTWFLGUQUBHLCPDYFF2OXHDLCPML,$4.17,$0.00,$0.00
GA6J425MPQMEO4ESRVESWOVU3VBYR3AYG2OLEN7TLUFCMD7LT4IEWW6E,$4.17,$0.00,$0.00
GD5YEX3LCEFPQVFTY7I6U3WOLMOSRO2ZRLVSCWPES5BCKNNH2X6MNCCX,$4.16,$0.00,$0.00
GCREP6GGHNZZUJ5LLFBJKA2ZJFVRQH5IIKOAKWMJFRNDIYMHCLHS7V56,$4.16,$0.00,$0.00
GDYDJ3URMXDPORYGPGE6UBZXIQJAPL24VFGTXPZLWWPQQK2OFVPIXWMR,$4.16,$0.00,$0.00
GAGVHVJQF7QNFQKWFKPEONWMV3TVTFGX4EBHQ7VCDOUINOOQBFH25LFC,$4.16,$0.00,$0.00
GARUBSM7W3ILFJZ3MZULZQP6VWAVUQW6OYXQHNPZFGFVSY24IRDNNKZC,$4.16,$0.00,$0.00
GAP3V7FQ2S2VCTJKO24ZKM3PG4KNESXEVQ3YPA64HKGM3NEAVAITO5YU,$4.16,$0.00,$0.00
GCWIOJQOBSIPUPFFWS4BSNY2OY2H5ZYD6PFZFIV3WOOWXEURSL5G6IZ6,$4.15,$0.00,$0.00
GAEWOX3ZRIJN7SVCLPMQHUMH7EL7JTAF4YKMEFOHGIZI545UNMJUE2KE,$4.15,$0.00,$0.00
GAAEGMQNOZHUQGKMBVIIZVP25VE5KOEZZCXXGUHA7R6UIQMJDWNAYB3G,$4.15,$0.00,$0.00
GBO6XZ6ZS2K2MHH6DG4BY66OSMRBPVAKGRQI6ZISF7IXIYOPTNJQ66RS,$4.15,$0.00,$0.00
GDMGDSKQ57H5ZAOYORVVZI6JXCW3W5I44C4G2DAWZRENMS2CLRFBDWTE,$4.15,$0.00,$0.00
GDSPYA5YC35NQMUKOB7GF2HMUNSLL6R4HJD5UMOYDB2OCF2XZWQHWJJU,$4.14,$0.00,$0.00
GB6P4ASPA3N2OLS732K5JG6EYGSWU6OGYCGLVWPIUGECJTFRFK6C2QOZ,$4.14,$0.00,$0.00
GAW6XPHS5N7TCH7WLIGFJBYFWA43V2OZ6Z2W3MBB2TMJHICJIF3TIFHU,$4.14,$0.00,$0.00
GBBLFSV56QB7RMI2Y3KK35MGN5CPHRLELG4IJ6NABZN2RIW2VQMG6VHH,$4.14,$0.00,$0.00
GCZVBQO6K4RO4DOEN22WVEQFQEZMDM6QMKC2PTMFWCFEVHL427JJSKNO,$4.13,$0.00,$0.00
GBXDLLI2XG3XLBTNDAQCZ3GLXVQ7WJSWZQJG6SJSMWVSQG3B6YPC5IGF,$4.13,$0.00,$0.00
GDE42ALNYF4JXSIBOMUAOUASOX3MNGMLF262ALZLREYKU7RSY7RILGFI,$4.12,$0.00,$0.00
GBIYPLH6MUKEPF6JFTGYSUXINEYX2DPQ2SULCGOFOLQRVLIMASIIGSJE,$4.12,$0.00,$0.00
GB6JYNPVHIXWKWNLFNZL47V26OPF7S6VZ2PGH54A46OSVSDY7O5CWERL,$4.12,$0.00,$0.00
GC2EIFNPZP5MBJS72N5SPRZFR55D4SW32CZIMW6P7FBFCOLSG7SHAOKR,$4.12,$0.00,$0.00
GCXCPQQF4EBJWGXLVGQ2VAUZTO3NKUOYFHH6CGCG4C67NTY7FE4JPMF6,$4.12,$0.00,$0.00
GBOHFOYUHKQQVAZUVRKOM5TUBC64DIOJRA6PJS33WFZURS24SQ5PL22I,$4.11,$0.00,$0.00
GCM6Z4O2VSQCRFIKXO7OTISIZDOWLQCOUCSKJAT5LGRGW6Q3UT2K7C4D,$4.11,$0.00,$0.00
GBT6A7WK72SIU6V2V4KPT3AAJDOG2X6LBLHD26ANQHE54XS2K6NNMFD4,$4.11,$0.00,$0.00
GC4CGV74U5GH32D4XDROWYBH5QCF77ND4XNZCMSCB3F3D73U3JUOWGWJ,$4.10,$0.00,$0.00
GDOIW2ZGSUYKRNI4MORZDT24JRSVRA6FC2V2LQPHEYXVKDMARBCQRJNW,$4.10,$0.00,$0.00
GCLX7G43RMOANYKSQNZHNHMRPYGCUUBMJ4NJUP65MKYHGDBDSFOY4M4N,$4.10,$0.00,$0.00
GCMHNUQHMQ4RA3F6LEHNWRA2SX6ZFQP6KUAYECZSKBTDHZ3YEPHQCS3P,$4.10,$0.00,$0.00
GBYEXVWV4DZ5XN773IVLH5BJQAF47CZXM527UDUIU7M7QFCTX5IMSFGN,$4.10,$0.00,$0.00
GAB3RDR6VDBFOOACSMGHVMLID47XXK5NZDV7JNGZKWCTYMZYQGTYHROK,$4.10,$0.00,$0.00
GAAVB4MLCF7DOFQPKRBWSJ7RCIK3SQ45IT2IQBUMTAA2B5ANTM2IAKWE,$4.10,$0.00,$0.00
GAY7WRRL4V6YTCQQPIWVLCH3KIJ4HT4K4URODVIXLKE3RJJF4BUT4NLD,$4.09,$0.00,$0.00
GBA4ERI2TOW7AU3YTS7JJYJ6I4WGP4TYCPZFDC46UBAPPFUV4G6IBINB,$4.09,$0.00,$0.00
GAR5KUSRAXCGXW26HXS7CM4IUHMZZP2S2JWDQZ7TT4W5QTALO3UOLOOW,$4.09,$0.00,$0.00
GCLN5XKYI2NAGANRXIUFBNGHNJFVY573ZLDA5NFODXSH7AYU43HX2T55,$4.09,$0.00,$0.00
GBAPZV3SE73EX4RCQHFHEEINJ2BLJJO36OMXHFH44JQ3ZT3O3AG4KYZ3,$4.09,$0.00,$0.00
GAYTIEJHQM22RLRNIQAGYEP7JDDC2TLHB6FIWUGQYO3TRD7OP6CNIQOE,$4.09,$0.00,$0.00
GA7RRZDJP6AJXWSMRSW2XKTBHKZ3EIM5N5VHIGMOKCZK7KWIIK6VXU5Z,$4.09,$0.00,$0.00
GD44FI2QEZMWLZPHOCDAWX2A4R2HFW3XPHILRX6UBEQIK4KEMKWA6EOV,$4.08,$0.00,$0.00
GDMFCMWQPC3FADUNO3ZNVWD5OTUMMQKW4VGTJ5SJ5IX4ATWXUEMWP3JB,$4.08,$0.00,$0.00
GANOCBXW4L5L4J6HUMUGJ6CXV67DXJPIHYNIHWFFZNJ4YNHBIWKVO575,$4.08,$0.00,$0.00
GCJMQJWTAHESDVXZI7U7DMETU3EPY53FK5OYOB5VV743PGTF6U5BYMQ6,$4.08,$0.00,$0.00
GBG4BQYD2N6EO2MZGEVZ74BSD62GT3RMGFT3UJ6EI2JO7KBQ6KEX4S5M,$4.08,$0.00,$0.00
GDZX32OVYFHTVSJX4LS25FMY5CFUWKAKBBADJIWL5345WC5SI3DQAQIA,$4.07,$0.00,$0.00
GDCMK77SW6DWDGHIZFTU4ODUPXJ6TW6QMLWPWTYFIFNHAUYBVM5S5DQP,$4.07,$0.00,$0.00
GBCZKJYBGIOPWI3G7GUUSL6RJ3WE2RYCJPCRGUJQFBT4KTU3LALH3Y34,$4.07,$0.00,$0.00
GCWVPH3JMA7FUWAIW5PSXF5TG3X66PCHOCCFUBPJEG55V66V4I2MBWAT,$4.06,$0.00,$0.00
GCTNZH22RERQZBKFMEK5P4JSGMT6IEXJQAHZGVWPFCT3EV3ZBZM3ST52,$4.06,$0.00,$0.00
GBZOSUK44WQHKNTITCJIVJNBLXTRTDJ6ZZHK75EGFMBPKI6G34OOBHTT,$4.06,$0.00,$0.00
GDYSGAFXQ4JP6ZEJI35RV5QNQ6VEKZKUZBSVRZEZV5FW3QVWEK6CZAEZ,$4.06,$0.00,$0.00
GBFLS4MJY5YVEAD3WWKC7A253MYGV5K4HHOLOCE3X6NLQLZA6J2GGWFM,$4.06,$0.00,$0.00
GCILZWBEA2OFJXPOV54CXNLD764ILQL235C6XZLJJGSWIGOHE5NUGWSF,$4.05,$0.00,$0.00
GB22ZGML6UGOD3QEFCXLZHDDC6SBYVUIQIH7PYPMJ3VLAM2TFBU3LJYX,$4.05,$0.00,$0.00
GBYCWLXOQ7BOIEAES57YCWI63J6FCWUMDUK4PQDO7HHPEJAQ76YIAQ23,$4.05,$0.00,$0.00
GAPZ45TLAPMSKMIHSYTSKSFSNMNJMYVDRYVTKQOJ52JOHXGNWHQYR4KP,$4.05,$0.00,$0.00
GATPRBNWQEFW5SNS5URHYJC2C7U5MIBEIE4NOL44MP3R2KQVVOWGYPLE,$4.05,$0.00,$0.00
GDSIFJVR3KVRHI3SW6ZDHKG2CJ5J5KQRZW2O2YS6OWRGA4CLH6DFOFJV,$4.05,$0.00,$0.00
GDDK3RCB7YG2FS4HA6QXO2OLPZZN63FMWFEBOBQOMQVA3GM5UOYDUSUF,$4.05,$0.00,$0.00
GCTONW6UELIK3JJBJ5Z44K6TDIKBLRKZ5VKI7X5U4DUFHHIT5WYPFJ3Y,$4.05,$0.00,$0.00
GBOFW2AMQZ2V63H3VN5LZDGLZ7TRGLVM5FQDSUIWK6CYFFVKVGOZGUHU,$4.05,$0.00,$0.00
GDTTI3D6FFIDGM3OJWTG43PGXT7URO3SK4Y5C2EVISP6DO22WZ6G7ZLQ,$4.05,$0.00,$0.00
GBLWNRDLA32MX4ECWQPXRA2X7A4YB4KP35LRQYRI7MOFXO2TXJOR2QLY,$4.05,$0.00,$0.00
GCW5AMNCDBJ4E2N5U4HN4TILP37RPQ4QBPW4VVVX7EPZN5AMEEJYAVXQ,$4.04,$0.00,$0.00
GDFQBJ4OKCOZ5OIWXGAXF5UIDQNALJNBTCMMYLCHPMIDIANNJGT4CFWI,$4.04,$0.00,$0.00
GANXBKHCH36WD4QZ7IVM55Y3JCFB5Y2YGWEHEPI5H6PCCJYDVH7UALAH,$4.04,$0.00,$0.00
GB53VYEYVRVMYG5A2LSL2CYRNTTWWVRH5XYNP6KJHKUHZYG5KLPFERUB,$4.04,$0.00,$0.00
GCG63EOCBMGEVTSFTIZCH3PQLJGYXYWKTLN6KKKNJ7ZWCYCGBB7PDU3R,$4.04,$0.00,$0.00
GCPGCDMOHVCA2H4AVNWNQJVGMMQLVVH5FBEYNE42KWXIPPMIONSDR7D5,$4.04,$0.00,$0.00
GCNTUA2A4T6KNW2JI55XN52W4IIRYXWAR3EZFDEEQ4SLY7TTWWPQQY34,$4.04,$0.00,$0.00
GDAO55AF6VKCCP4QJ25DI77U2AW4OGO4LPPQCGZORN6VTLMAHGDQGXCR,$4.04,$0.00,$0.00
GDNVWNHJABT4DC5L2YPMKZIO3PNOAK6EW3F3P6G7LDBUMLLGDS6P7SU5,$4.04,$0.00,$0.00
GCAS5UAV2BJQ4VRVRBW2BIPS6NA6BYVQ6DSFIJQL7BE56NRLOPUUNM37,$4.04,$0.00,$0.00
GDKFG3UAUSESUQLMMQ6BHTL34H6DIVWEKYTWSM37AI2RGBIKOFBD5COL,$4.04,$0.00,$0.00
GBTOH4H6CSMMOLUH2TVUNVMJCUTA7MITQFR5ZVWUFBUQGGTNUSKBKEKJ,$4.04,$0.00,$0.00
GDTOYXZYYCID446TJWOMEC36ZBCBK537AEXSTOYSYSW2SHXIVF3H2OOQ,$4.03,$0.00,$0.00
GAJU35BMHU6FUIIGY2JSPDE7MWOEMDI7MA55GHRK2QJIHNPLH7BH4VB5,$4.03,$0.00,$0.00
GBBTH2FXHCUQGTXZKZERLTDWEDX6VQ47SJLHRI5NMEKXICZKUJXFWM75,$4.03,$0.00,$0.00
GC7PMOM3Y6FWXCHLL5YYMR2OEE5F3HXKBYLQ5Y5DVCBKBSAJL5VZJ5YV,$4.03,$0.00,$0.00
GCSE2UPQE6DLWZUZ3I7C7LEBGKT2C6ZBNKSQAA6EYPBVMBJQ73JTZRMH,$4.03,$0.00,$0.00
GBDTYPEL5V4HF5EZZYNSVEJQ26UMFYFZVMI4GVURVMH3OI5X25OEFBY6,$4.03,$0.00,$0.00
GCF2N6ZWMOLEUCYBQRFX5KKO6CY4T4IFEOOENT5PSBNSPLUFBX2UEWRX,$4.02,$0.00,$0.00
GADC45IULYB4DAUU3QSANPTP4APGZ3G2RMPS2CL3UWSD4ZTRGUJRCVOK,$4.02,$0.00,$0.00
GAUNHQFQBVPHWO3YVIOHADY6PK5MHSR5I3KMAT3SLQBF4U4Y66O45EYY,$4.02,$0.00,$0.00
GDRMYEJLGV4MBHE6YVTPZEGJ5RW5ZYHJTL4ZPYRJJFDJ7Y6TL25D3H6L,$4.02,$0.00,$0.00
GD72SBVKTAU3BVR3D6QNQQU66GPKTX7OV5RDIYXUU2SOHJBHE4EA2ESM,$4.02,$0.00,$0.00
GAX247OX2W4TOCTIEOOHLDRTVIICNMH2I5ZUWTWUVMYOT2WOVXBNF2LT,$4.01,$0.00,$0.00
GAZSJLW6PNCSHA5UOKDU4LWA6M3G6Q2PN2X27R3SFQB2ETUM7Q3ETWVO,$4.01,$0.00,$0.00
GDIFW4DI5SYNQENBS3WVTBJEHGRNPMPRAAH6273U7BP2J62IJYA4RDAC,$4.01,$0.00,$0.00
GC3WJ5ZZDDJ4GVQLEUKDD7A5DMPZOANHWIBJLWSFHIIXDLWY7AOFQDF4,$4.01,$0.00,$0.00
GCLSX54BANALKUOTGCFCJP26VDHZDBAP7IX67RLL6RBYZYHGCFMMFALI,$4.01,$0.00,$0.00
GBCIIKJQUJYYVO2TVGNGRN4U34N2D2QYGOYBDP3XDYLGADCRBAYGPGBA,$4.01,$0.00,$0.00
GB3O52QYDDOAOAUFLU4R7C2XERGPQCKYMZR2JZMMJPGIPOXMOGQUSB6U,$4.01,$0.00,$0.00
GBTSQS63T5WVUTDU5XSN3BKBG3BNYWCK3KV2WJQRC2AKXAAPIU43PZZ5,$4.01,$0.00,$0.00
GAN4VUD7AYF3OQH5ZZCPXMX7JM2AKDHK7YCVDD6EUVBNJJVD5ITCCX4F,$4.01,$0.00,$0.00
GC2R5DCCX5X3KL6UDNQ3VST3XEIMOV7NPR4KATCIO7N5KR6KVNETWNUY,$4.01,$0.00,$0.00
GDSEVJRM5CILICY6V5R26TI5NMTIRD55RCVHMJUOSCVMDCNBTBPH25XL,$4.01,$0.00,$0.00
GCHHWGTRVYAJPPUD7RZBKLBGFZFJ4UN5355AANP4OEG5DRROT3YMZJ7P,$4.01,$0.00,$0.00
GD7DQ5ATYIOORQOHUJB3ZTACSV2WVENWNUWGHIWRMRL7WIETPNXKSKOH,$4.01,$0.00,$0.00
GDFG2GRQDLNNEMLSKLG74HJHDPIJPLLKP6I5TNWCLORKAM6VC3T22TUM,$4.00,$0.00,$0.00
GDTNKTHRBWZZXIADFV23WSYNHXB22O5B53KW4HUUPK7VEUHLJIFDQAQ3,$4.00,$0.00,$0.00
GCATOHQUTPHETI2CQ4WJVGVM3MYEUAN5LOMDE27NMOKFZHHXOSJS2R43,$4.00,$0.00,$0.00
GDSZUBJRP6AKGLRE3JMZRKCL4Z7677BH4GA2QJCFBSQMB2FUAHFPY65T,$4.00,$0.00,$0.00
GCP65YS3DJX7JLHJOAQHXKVJIGSYEUOHZFT63ZOQT2GXG22R2IMWNBLW,$4.00,$0.00,$0.00
GD4W6R4XPGQS577TYBGWAUWAIANBPWW4CMVXHF3GNDUITZQ72G7SCM3D,$4.00,$0.00,$0.00
GCONDPWEA7UIJS4YBSSXZNNKZSWSEP43JTQNP7GRFQLIDX5LOC644WHK,$4.00,$0.00,$0.00
GB67VL4CNNTP6TZO37MJQ6DHKOCUQ5EE3KXAQ77PCLIKB7ZBY7F6QGJK,$4.00,$0.00,$0.00
GDXAPV7KNFRUE6DCBWQ3I4XKG7IDXAHC22RY7TWPIQSJNQ6TVOXLSGJL,$4.00,$0.00,$0.00
GCPAII5I7UXIKTAS76YF2KOAET3HPVDACUO5XMN7R3W464IDJSIXEN6O,$3.99,$0.00,$0.00
GARSKYX7EFOPD7JLMTZL73WO7BHTSD56FGTI6YSMP2RFKWTS5AJPNKO5,$3.98,$0.00,$0.00
GCM2PJVORL5XJFYHQIHFKKUYLRJKQHQLZLHBWPJAY7RVYE2ELFDBR3XK,$3.98,$0.00,$0.00
GD2TMIAV52GXHGRRID4FQ7H7KYCWDZSL5X776T5OCPPUWHF2LELDSKIA,$3.97,$0.00,$0.00
GAGO5HPWX2RIUZ3DP2ZPNR33EFRKDFKGBMDKLXGAW6FZSUQAEIY3KQSU,$3.94,$0.00,$0.00
GADNYIONOPQTMWO4TRCIPLBEUFQROBIMEHK6XDZ7YVM5T3OSVL6T3ORC,$3.94,$0.00,$0.00
GDICKLVMFNAPCLSFUZTLESHJNJ32L3EK4ZV2MMTADGCSEA7DQWOTKWFT,$3.93,$0.00,$0.00
GAE3ZJEGMWEEDDHHWIOX5YCFJH5DZBGV3IVEPTGGW674LIJ4ZAN43EPJ,$3.93,$0.00,$0.00
GB26ARA5UUVLXIZNWNYOFFO2M2LQNY66D5ZMLL3M2PAW4WJR25EVCQMJ,$3.93,$0.00,$0.00
GC6Z3LYBRNYGHHA2NV5PRT5UZVEW76V7QWF72QR64Q4XBF6PVEMUO5ZO,$3.92,$0.00,$0.00
GA67EA4QBWMMIHOCIOH2WQIPWAOJGZAB34D24FMRROJ2RMHCFQRJEHAH,$3.92,$0.00,$0.00
GBZXUKUYGXLASTLIXGIV2RJGWQHVRIS7AANR7AHXFPA67LNSAGO6WPPE,$3.92,$0.00,$0.00
GDXKI2KE7BX47IXUPY2EG3OLHMAXWJRJZPZ7QF22X65Q5X6FFDV55SFG,$3.89,$0.00,$0.00
GDH5PH2Q5D7F7YRUFK22OFJUAVIGZEENOVDCDJQGOO5VRBJOQ2RIIW7F,$3.89,$0.00,$0.00
GBR664OXWTCKRUXVSXUJ26KC2FBYSOPJCVV7NH2LRHQZ3KCAN42QW45X,$3.89,$0.00,$0.00
GCI4MJ4P4MZWYMWFDDP7OCJRSOTMDR2LYTKOSFUMMHGAVRP4RQAG6YPB,$3.88,$0.00,$0.00
GA673WGJ7NDJXF7OMLJ6XUC6VCVJ3DHPG5UEJLGW76XMANMPK7LEPDJ3,$3.88,$0.00,$0.00
GCUO7DSSRRHIV4URPWSOMLSC3AF2472QP7TJUHZZLUZ53YSYSGCS6JPU,$3.88,$0.00,$0.00
GD33VP6ILT3KU5O33TJEDPZ2PMX5G2POQHPCYKSG3U4EDXDZ3I5YZNKA,$3.87,$0.00,$0.00
GCZXKM4Z35AT5NN5PEQZWMT3BZYOKX2K4M7IG5ZDHOCEMMX7CA3FRFU3,$3.87,$0.00,$0.00
GB5OPCJKMNUR3MUHIYR2KKRMMMDGIIJA2ZSTNI4RSEL4NX3BKB7EA5CS,$3.87,$0.00,$0.00
GD7BTK7DAXXG2GQEE53DGA3CK6U527R65DDNVDQ6DGB23YEDNXQY6IC7,$3.87,$0.00,$0.00
GA6JZ2VXDA42WKWQ5FELLRYEKU5CJW4FWFMZR5Y2EGRRV5D52X3V35UP,$3.87,$0.00,$0.00
GADPHTM6JEJXB35VLHTVVB5AIXJS4OWUQTLRPAAPFNZAWTUI2KIJYKVX,$3.85,$0.00,$0.00
GAAGSQPJJCWDJRD662KMPU64LILDAZX3T52QE4UW5AKG3IC6CTXWJ6X3,$3.85,$0.00,$0.00
GCJDAP2N337F3LGHYK6UGBMUBSCIE4U4T36AVJSUANNWQTMHSNTV7PIJ,$3.82,$0.00,$0.00
GAG3R3XOKCSL3DWBGZMPSYWRLTQTDYLP7DR7CVUAZ5QEP2RSZKMVFU5D,$3.82,$0.00,$0.00
GA3K7CYVXHW5QGRHG54NU6PUMEIBFO343NW4JHOVWDKVZCHXD4HX7VPT,$3.82,$0.00,$0.00
GCC5VUBK2FSQIHK4ULOZDTLYLYZRA46L6ICYF752GCIXZGTD6SYENQDT,$3.81,$0.00,$0.00
GDCOKRYPRSU7MEYMZOVHKGGLYLJAO7AYG7AZPX6J5JVACKY5NNNRME5K,$3.81,$0.00,$0.00
GATY4BVGVIIFDJUQJ2IGJPOPKWPSOFCPEMHMYW2TXEQMW6OGTNVAJLVJ,$3.81,$0.00,$0.00
GDIFOWPNA4HFZO7R5FFOZWTIJ4TVFXD7VQVFNHXC6KULIFGX2ESEZ2LK,$3.80,$0.00,$0.00
GANPC2DCAOSIIUSPLEIX3KRLN2PIRHU6K6X2OMSOAJ6GM6PB57ZHKFXK,$3.80,$0.00,$0.00
GARYSBM7IOCKLKRQCMEW4ZAHMZCQU3SCD6IA25CBVDATKJD3X4ZBWHQE,$3.80,$0.00,$0.00
